DATA DO ENVIO,PROTOCOLO,MUNICÍPIO,PRESTADORA,TIPO,NATUREZA,COMUNICAÇÃO,ÁREAS AFETADAS,DIA INICIAL,DIA PREVISTO PARA TÉRMINO,ESTRUTURA,RESPONSÁVEL,MOTIVO DO CANCELAMENTO
"11 de mar. de 2026, 09:00:13",CASAL00003356,MACEIÓ,CASAL,Emergencial,Rede,Divulgado pela ASCOM,Maceió,09-03-2026,10-03-2026,P-Mac-Fa-02,CASAL," "
"11 de mar. de 2026, 08:59:58",CASAL00003355,IGREJA NOVA,CASAL,Emergencial,Eletromecanico,Divulgado pela ASCOM,Igreja Nova,09-03-2026,10-03-2026,Pin-04,CASAL," "
"11 de mar. de 2026, 08:59:27",CASAL00003354,PÃO DE AÇÚCAR,CASAL,Programada,Tratamento,Divulgado pela ASCOM,Pão de Açúcar,17-03-2026,17-03-2026,ETA-Pão de Açúcar,CASAL," "
"11 de mar. de 2026, 08:59:14",CASAL00003353,SÃO BRÁS,CASAL,Emergencial,Energia,Divulgado pela ASCOM,Feira Grande São Brás Arapiraca Campo Grande Girau do Ponciano Lagoa da Canoa,10-03-2026,10-03-2026,EEab – Morro do Gaia – Sca,EQTL," "
"11 de mar. de 2026, 08:58:51",CASAL00003352,MACEIÓ,CASAL,Emergencial,Vandalismo,Divulgado pela ASCOM,Maceió,09-03-2026,,P-Mac-Cc-01,CASAL," "
"11 de mar. de 2026, 08:58:11",CASAL00003351,CAMPESTRE,CASAL,Emergencial,Tratamento,Divulgado pela ASCOM,,11-02-2026,11-02-2026,ETA Campestre,CASAL," "
"11 de mar. de 2026, 08:58:01",CASAL00003350,CAMPESTRE,CASAL,Emergencial,Tratamento,Divulgado pela ASCOM,,11-02-2026,11-02-2026,ETA Campestre,CASAL," "
"11 de mar. de 2026, 06:05:59",BRK00003681,MACEIÓ,BRK,Emergencial,Manutenção Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (11/03/2026),Santa Lúcia,11-03-2026,11-03-2026,Booster Santa Lúcia,BRK," "
"11 de mar. de 2026, 04:15:50",BRK00003680,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (11/03/2026),Pitanguinha e Farol,11-03-2026,11-03-2026,Dmc Pitanguinha,BRK," "
"11 de mar. de 2026, 01:43:48",BRK00003679,ATALAIA,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (11/03/2026),CONJ. Maria Nazaré,11-03-2026,11-03-2026,Poço At 17,BRK," "
"11 de mar. de 2026, 01:34:15",BRK00003678,MACEIÓ,BRK,Emergencial,Apoio A Obras,A comunicação de paralisação emergencial foi realizada nesta data (11/03/2026),"Centro, Farol, Poço, Ponta da Terra, Pajuçara, Ponta Verde, Jacarecica, Cruz das Almas, Jatiúca, Mangabeiras e Guaxuma",11-03-2026,11-03-2026,EEe Jacarecica / EEe Cruz Das Almas / EEe Santo Eduardo / EEe Praça 13 de Maio / EEe Praça Lions Ii / EEe Salgadinho,BRK," "
"10 de mar. de 2026, 23:51:25",BRK00003677,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (10/03/2026),Feitosa,10-03-2026,11-03-2026,Poço P-Am 01,BRK," "
"10 de mar. de 2026, 23:43:48",BRK00003676,MARECHAL DEODORO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (10/03/2026),Luar do Francês e Mucuri,10-03-2026,11-03-2026,Poço Md 30,BRK," "
"10 de mar. de 2026, 18:51:39",BRK00003675,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (10/03/2026),CONJ. APRÍGIO VILELA,10-03-2026,13-03-2026,Poço P-Jav 01,CASAL," "
"10 de mar. de 2026, 18:14:21",BRK00003674,MARECHAL DEODORO,BRK,Emergencial,Falta de Fase,A comunicação de paralisação emergencial foi realizada nesta data (10/03/2026),Luar do Francês e Mucuri,10-03-2026,11-03-2026,Poço Md 30,EQUATORIAL," "
"10 de mar. de 2026, 16:37:01",ADS00000946,IGACI,ADS,Emergencial,Manutenção Casal,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,Igaci - Urbana,2026-03-09,2026-03-10,Serviço Mecânico Para Desobstrução do Reservatório da Sementeira. . Paradaid: 292284,Casal," "
"10 de mar. de 2026, 15:23:41",BRK00003673,MURICI,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (10/03/2026),Conjunto Olavo Calheiros,10-03-2026,10-03-2026,Rg de Saída do Reservatório Olavo Calheiros,BRK," "
"10 de mar. de 2026, 14:41:12",ADS00000945,SÃO BRÁS,ADS,Emergencial,Manutenção Equatorial,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,São Brás - Urbana e Feira Grande - Urbana,2026-03-10,2026-03-10,: EEab – Morro do Gaia – Sca,Equatorial," "
"10 de mar. de 2026, 14:05:30",BRK00003672,BARRA DE SÃO MIGUEL,BRK,Emergencial,Manutenção Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (10/03/2026),Centro e Barra Mar e Conj. Alto da Barra,10-03-2026,10-03-2026,Sistema Barra de São Miguel,CASAL," "
"10 de mar. de 2026, 12:42:39",BRK00003671,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (10/03/2026),Barra Duro,24-01-2026,13-03-2026,Poço P-Bd 02,CASAL," "
"10 de mar. de 2026, 12:42:37",BRK00003670,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (10/03/2026),Ipioca,23-09-2025,13-03-2026,Poço P-Ip 02,CASAL," "
"10 de mar. de 2026, 12:42:36",BRK00003669,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (10/03/2026),Feitosa,18-08-2025,13-03-2026,Poço P-Am 02,CASAL," "
"10 de mar. de 2026, 12:40:28",BRK00003668,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (10/03/2026),CONJ. Carajás,10-03-2026,13-03-2026,Poço P-Cc 01,CASAL," "
"10 de mar. de 2026, 11:01:43",VAA00001131,TANQUE D'ARCA,VAA,Emergencial,Limpeza de Reservatório,"Nota publicada no site da Verde Alagoas, grupos de whatsapp e e-mail",Conjunto São Roque,10-03-2026 10:20,10-03-2026 17:00,Rap - Reservatório 01A - São Roque,VERDE ALAGOAS," "
"10 de mar. de 2026, 11:01:12",VAA00001130,SÃO LUÍS DO QUITUNDE,VAA,Emergencial,Falha Nas ETApas de Tratamento,"Nota publicada no site da Verde Alagoas, grupos de whatsapp e e-mail",centro.,10-03-2026 10:00,10-03-2026 20:00,Poço 15,VERDE ALAGOAS," "
"10 de mar. de 2026, 11:01:12",VAA00001129,SÃO LUÍS DO QUITUNDE,VAA,Emergencial,Falha Nas ETApas de Tratamento,"Nota publicada no site da Verde Alagoas, grupos de whatsapp e e-mail",centro,10-03-2026 10:00,10-03-2026 20:00,Poço 12,VERDE ALAGOAS," "
"10 de mar. de 2026, 10:26:49",BRK00003667,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (10/03/2026),Gruta de Lourdes,10-03-2026,10-03-2026,Poço P-R 05,BRK," "
"10 de mar. de 2026, 10:10:08",CASAL00003349,MACEIÓ,CASAL,Emergencial,Rede,Divulgado pela ASCOM,Maceió,10-03-2026,,P-Mac-Reg-05,BRK," "
"10 de mar. de 2026, 10:09:55",CASAL00003348,MESSIAS,CASAL,Programada,Limpeza,Divulgado pela ASCOM,Messias,10-03-2026,,Captação Osório,CASAL," "
"10 de mar. de 2026, 10:09:40",CASAL00003347,SATUBA,CASAL,Emergencial,Energia,Divulgado pela ASCOM,Satuba,10-03-2026,,ETA-Satuba,EQTL," "
"10 de mar. de 2026, 10:09:08",CASAL00003346,SATUBA,CASAL,Emergencial,Energia,Divulgado pela ASCOM,Satuba,10-03-2026,,EEabc Satuba,EQTL," "
"10 de mar. de 2026, 09:40:07",BRK00003666,SATUBA,BRK,Emergencial,Falta de Energia Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (10/03/2026),Centro,10-03-2026,10-03-2026,ETA Satuba,EQUATORIAL," "
"10 de mar. de 2026, 08:48:17",BRK00003665,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (10/03/2026),Gruta de Lourdes,09-03-2026,10-03-2026,Registro Veredas,BRK," "
"10 de mar. de 2026, 08:26:46",BRK00003664,RIO LARGO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (10/03/2026),"Baixo Lourenço, Alto Lourenço, Vila Rica, Mata Do Rolo, Centro e Barnabé Oiticica e Gustavo Paiva",10-03-2026,10-03-2026,Booster ETA Mata do Rolo,BRK," "
"10 de mar. de 2026, 08:04:06",CASAL00003345,MACEIÓ,CASAL,Emergencial,Recuperacao,Divulgado pela ASCOM,Maceió,10-03-2026,10-03-2026,EEAT Benedito Bentes,BRK," "
"10 de mar. de 2026, 08:03:53",CASAL00003344,MACEIÓ,CASAL,Emergencial,Rede,Divulgado pela ASCOM,Maceió,09-03-2026,,EEAT R8 (Cardoso),BRK," "
"10 de mar. de 2026, 08:03:40",CASAL00003343,COLÔNIA LEOPOLDINA,CASAL,Emergencial,Limpeza,Divulgado pela ASCOM,,08-03-2026,09-03-2026,Captação Canto Escuro,CASAL," "
"10 de mar. de 2026, 08:03:25",CASAL00003342,MACEIÓ,CASAL,Emergencial,Eletrico,Divulgado pela ASCOM,Maceió,09-03-2026,09-03-2026,P-Mac-Jav-01,CASAL," "
"10 de mar. de 2026, 08:03:02",CASAL00003341,MACEIÓ,CASAL,Emergencial,Eletrico,Divulgado pela ASCOM,Maceió,06-03-2026,09-03-2026,P-Mac-Jac-13,CASAL," "
"10 de mar. de 2026, 08:02:38",CASAL00003340,RIO LARGO,CASAL,Emergencial,Emergencial,Divulgado pela ASCOM,Rio Largo,09-03-2026,,EEAT-Jarbas Oiticica,CASAL," "
"10 de mar. de 2026, 08:02:15",CASAL00003339,MACEIÓ,CASAL,Emergencial,Emergencial,Divulgado pela ASCOM,Maceió,09-03-2026,09-03-2026,P-Mac-Pp-01,BRK," "
"10 de mar. de 2026, 08:01:19",CASAL00003338,MACEIÓ,CASAL,Emergencial,Emergencial,Divulgado pela ASCOM,Maceió,09-03-2026,09-03-2026,P-Mac-Mal-03,BRK," "
"10 de mar. de 2026, 08:00:56",CASAL00003337,MACEIÓ,CASAL,Emergencial,Emergencial,Divulgado pela ASCOM,Maceió,09-03-2026,09-03-2026,P-Mac-Mal-02,BRK," "
"10 de mar. de 2026, 08:00:30",CASAL00003336,MACEIÓ,CASAL,Emergencial,Emergencial,Divulgado pela ASCOM,Maceió,09-03-2026,09-03-2026,P-Mac-Mal-01,BRK," "
"10 de mar. de 2026, 02:51:12",BRK00003663,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (10/03/2026),Farol e Bebedouro,09-03-2026,10-03-2026,Poço P-Fa 02,BRK," "
"10 de mar. de 2026, 02:16:03",BRK00003662,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (10/03/2026),Gruta de Lourdes e Canaã,10-03-2026,11-03-2026,Dmc Veredas,BRK," "
"9 de mar. de 2026, 23:53:53",BRK00003661,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),Gruta de Lourdes,09-03-2026,10-03-2026,Registro Veredas,BRK,hora de término errado.
"9 de mar. de 2026, 21:20:19",BRK00003660,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),"Bebedouro, Chã de Bebedouro, Chã da Jaqueira, Mutange, Santa Amélia, Jardim Petrópolis, Bom Parto, Levada, Ponta Grossa e Vergel do Lago",09-03-2026,10-03-2026,ETA Cardoso,BRK," "
"9 de mar. de 2026, 20:54:53",BRK00003659,MARECHAL DEODORO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),Francês,09-03-2026,10-03-2026,EEe Francês 03,BRK," "
"9 de mar. de 2026, 18:31:50",BRK00003658,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),Centro,09-03-2026,12-03-2026,Poço P-Rd 05,CASAL," "
"9 de mar. de 2026, 17:03:10",ADS00000944,IGREJA NOVA,ADS,Emergencial,Eletromecânica - Falha em Poço,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,Igreja Nova - Urbana,2026-03-09,2026-03-10,Pin-04,Casal," "
"9 de mar. de 2026, 16:52:45",ADS00000943,SANTANA DO IPANEMA,ADS,Emergencial,Manutenção - Vazamento na Malha de Distribuição,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,Santana do Ipanema - Urbana,2026-03-09,2026-03-09,Manutenção - Rede de Distribuição,Águas do Sertão," "
"9 de mar. de 2026, 16:25:00",BRK00003657,RIO LARGO,BRK,Emergencial,Recuperação de Nível do Reservatório,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),Jarbas Oiticica e Antônio Lins,09-03-2026,09-03-2026,ETA Jarbas Oiticica,CASAL," "
"9 de mar. de 2026, 16:01:13",BRK00003656,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),CONJ. Gama Lins e Cidade Universitária,12-12-2025,12-03-2026,Poço P-Gl 02,CASAL," "
"9 de mar. de 2026, 15:48:15",ADS00000942,PALMEIRA DOS ÍNDIOS,ADS,Emergencial,Manutenção - Vazamento na Malha de Distribuição,No ato ou cinco dias de antecedência ou no relatório técnico das comprovações de serviços,Palmeira dos Índios - Urbana,2026-03-09,2026-03-09,Rede D85,Águas do Sertão," "
"9 de mar. de 2026, 15:27:28",BRK00003655,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (06/03/2026),"Santa Amélia, Bebedouro, Mutange, Chã de Jaqueira e Chã de Bebedouro",06-03-2026,07-03-2026,Sistema R-08,BRK," "
"9 de mar. de 2026, 12:46:49",BRK00003654,RIO LARGO,BRK,Emergencial,Recuperação de Nível do Reservatório,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),Jarbas Oiticica e Antônio Lins,09-03-2026,09-03-2026,ETA Jarbas Oiticica,CASAL," "
"9 de mar. de 2026, 12:25:22",BRK00003653,MARECHAL DEODORO,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),Pov. Tuquanduba,09-03-2026,09-03-2026,Poço Md 16 e 37,BRK," "
"9 de mar. de 2026, 12:21:32",BRK00003652,MARECHAL DEODORO,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),Pov. Tuquanduba,09-03-2026,09-03-2026,Poço Md 16,BRK,Nome da estrutura incorreto
"9 de mar. de 2026, 12:07:11",BRK00003651,BARRA DE SANTO ANTÔNIO,BRK,Emergencial,Manutenção Hidráulica do Poço,A comunicação de paralisação emergencial foi realizada nesta data (07/03/2026),Centro,07-03-2026,08-03-2026,Poço Bsa 20,BRK," "
"9 de mar. de 2026, 11:44:34",BRK00003650,MACEIÓ,BRK,Emergencial,À Interligação de Rede Nova,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),Pinheiro,09-03-2026,09-03-2026,Registro Importadora,BRK," "
"9 de mar. de 2026, 11:42:23",BRK00003649,MACEIÓ,BRK,Emergencial,À Interligação de Rede Nova,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),Monte Alegre e Jardim Petrópolis,09-03-2026,09-03-2025,Poços Monte Alegre,BRK," "
"9 de mar. de 2026, 11:04:54",BRK00003648,MARECHAL DEODORO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),Santa Rita e Barra Nova e Polo,09-03-2026,09-03-2026,Poço Md 38,BRK," "
"9 de mar. de 2026, 10:58:49",CASAL00003335,MACEIÓ,CASAL,Emergencial,Emergencial,Divulgado pela ASCOM,Maceió,09-03-2026,,P-Mac-Rd-05,CASAL," "
"9 de mar. de 2026, 10:58:03",CASAL00003334,MACEIÓ,CASAL,Emergencial,"Poço Parado, A Principio Por Falta de Energia, O Vistoriante Informou  Que A Energia Voltou na Região, Mas O Poço Não Voltou. .",Divulgado pela ASCOM,Maceió,08-03-2026,,P-Mac-Sam-02,CASAL," "
"9 de mar. de 2026, 10:50:42",BRK00003647,MACEIÓ,BRK,Emergencial,Ao Furto de Instalação Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),Henrique Equelman e Antares,08-03-2026,11-03-2026,Poços P-He 01 e P-He 02,CASAL," "
"9 de mar. de 2026, 10:39:26",BRK00003646,BARRA DE SANTO ANTÔNIO,BRK,Emergencial,Falta de Fase,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),Centro,07-03-2026,07-03-2026,Poço 17 Bsa,Equatorial," "
"9 de mar. de 2026, 10:27:18",BRK00003645,RIO LARGO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),CONJ. BARNABÉ OITICICA,08-03-2026,09-03-2026,Poço Bo-08,CASAL,Estrutura não parou.
"9 de mar. de 2026, 10:25:50",BRK00003644,MARECHAL DEODORO,BRK,Emergencial,Falta de Fase,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),Luar do Francês e Mucuri,08-03-2026,09-03-2026,Poço Md 30,EQUATORIAL," "
"9 de mar. de 2026, 10:14:58",BRK00003643,MARECHAL DEODORO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),Francês,09-03-2026,09-03-2026,EEe Francês 03,BRK," "
"9 de mar. de 2026, 10:13:28",BRK00003642,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (09/03/2026),Pitanguinha e Farol,08-03-2026,09-03-2026,Dmc Pitanguinha,BRK," "
"9 de mar. de 2026, 09:32:10",CASAL00003333,MACEIÓ,CASAL,Emergencial,"Poço Funcionando Após Reset na Botoeira, Reset Realizado Pelo",Divulgado pela ASCOM,Maceió,07-03-2026,09-03-2026,P-Mac-Pesc-04,CASAL," "
"9 de mar. de 2026, 08:22:41",CASAL00003332,PASSO DE CAMARAGIBE,CASAL,Emergencial,Falta de Energia Elétrica. Protocolo Equatorial: 8008017768,Divulgado pela ASCOM,Passo de Camaragibe,07-03-2026,08-03-2026,ETA-Passo de Camaragibe,EQTL," "
"9 de mar. de 2026, 08:22:17",CASAL00003331,MACEIÓ,CASAL,Emergencial,Vistoriador Constatou Que O Poço Está Parado e Com O Disjuntor Desarmado. Necessário A Intervenção da Equipe de Manutenção Elétrica Para,Divulgado pela ASCOM,Maceió,05-03-2026,,P-Mac-Cu-02,CASAL," "
"9 de mar. de 2026, 08:21:46",CASAL00003330,MACEIÓ,CASAL,Emergencial,Poço Parado Por Falta de Energia. (Disjuntor Encontrado,Divulgado pela ASCOM,Maceió,08-03-2026,,P-Mac-He-02A,EQTL," "
"9 de mar. de 2026, 08:21:19",CASAL00003329,MACEIÓ,CASAL,Emergencial,Poço Parado Por Falta de Energia. (Disjuntor Desarmado) Protocolo,Divulgado pela ASCOM,Maceió,08-03-2026,,P-Mac-He-01A,EQTL," "
"9 de mar. de 2026, 08:20:49",CASAL00003328,MACEIÓ,CASAL,Emergencial,"Poço Encontrado Parado, O Plantonista Esteve no Local, Realizou",Divulgado pela ASCOM,Maceió,07-03-2026,07-03-2026,P-Mac-Ip-07,CASAL," "
"9 de mar. de 2026, 08:20:25",CASAL00003327,PILAR,CASAL,Emergencial,"Poço Encontrado Parado. Segundo O Auxiliar Elinaldo, O Equipamento Estava Inoperante. Foi Realizado Reset Às 07H59Min, Momento Em",Divulgado pela ASCOM,Pilar,06-03-2026,07-03-2026,P-Pil-Cci-01 (23-Imburi),CASAL," "
"9 de mar. de 2026, 08:20:03",CASAL00003326,MACEIÓ,CASAL,Emergencial,"Desligado Às 22H05Min Para Reparo de Vazamento, Conforme",Divulgado pela ASCOM,,06-03-2026,,EEAT R8 (Cardoso),BRK," "
"9 de mar. de 2026, 08:19:34",CASAL00003325,MACEIÓ,CASAL,Emergencial,Falta de Energia Protocolo Equatorial: 8008014082,Divulgado pela ASCOM,,06-03-2026,,P-Mac-Fn-02,CASAL," "
"9 de mar. de 2026, 08:19:14",CASAL00003324,MACEIÓ,CASAL,Emergencial,Falta de Energia Protocolo Equatorial: 8008014082,Divulgado pela ASCOM,,06-03-2026,,P-Mac-Fn-01,EQTL," "
"9 de mar. de 2026, 08:18:54",CASAL00003323,MARAGOGI,CASAL,Emergencial,Falta de Potencial Energético Protocolo Equatorial: 8008011448,Divulgado pela ASCOM,,06-03-2026,,P-Mar-Dp 24,EQTL," "
"9 de mar. de 2026, 08:18:32",CASAL00003322,MARAGOGI,CASAL,Emergencial,Falta de Potencial Energético Protocolo Equatorial: 8008011453,Divulgado pela ASCOM,,06-03-2026,,P-Mar-Bg 16,EQTL," "
"9 de mar. de 2026, 08:17:57",CASAL00003321,DELMIRO GOUVEIA,CASAL,Emergencial,Falta de Energia Protocolo Equatorial: 2110460185 2110460185,Divulgado pela ASCOM,Delmiro Gouveia,06-03-2026,,EE – Povoado Barragem,CASAL," "
"9 de mar. de 2026, 08:17:30",CASAL00003320,RIO LARGO,CASAL,Emergencial,ETA Parada A Manutenção Nas Mb´S da Captação... . Paradaid: 291546,Divulgado pela ASCOM,Rio Largo,06-03-2026,06-03-2026,ETA Jarbas Oiticica,CASAL," "
"8 de mar. de 2026, 19:11:33",BRK00003641,MACEIÓ,BRK,Emergencial,Manutenção de Rede de Água,A comunicação de paralisação emergencial foi realizada nesta data (08/03/2026),Pitanguinha e Farol,08-03-2026,09-03-2026,Dmc Pitanguinha,BRK," "
"8 de mar. de 2026, 17:23:34",BRK00003640,MACEIÓ,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (08/03/2026),Clima Bom e Rosane Collor,21-02-2026,11-03-2026,Poço P-Rc 02,CASAL," "
"8 de mar. de 2026, 16:07:47",BRK00003639,MARECHAL DEODORO,BRK,Emergencial,Falha Eletromecânica,A comunicação de paralisação emergencial foi realizada nesta data (08/03/2026),Luar do Francês e Mucuri,08-03-2026,09-03-2026,Poço Md 30,BRK," "
"8 de mar. de 2026, 10:08:42",BRK00003638,MACEIÓ,BRK,Emergencial,Falta de Energia Elétrica,A comunicação de paralisação emergencial foi realizada nesta data (08/03/2026),Henrique Equelman e Antares,08-03-2026,08-03-2026,Poços P-He 01 e P-He 02,EQUATORIAL," "
